line_cd,company_cd,line_name,line_name_k,line_name_h,line_color_c,line_color_t,line_type,lon,lat,zoom,e_status,e_sort
22009,12,西武西武園線,セイブセイブエンセン,西武西武園線,,,,139.4573715,35.76415058,14,0,22009
22010,12,西武国分寺線,セイブコクブンジセン,西武国分寺線,,,,139.467741,35.7306282,13,0,22010
22011,12,西武多摩湖線,セイブタマコセン,西武多摩湖線,,,,139.4685092,35.74104813,13,0,22011
22012,12,西武多摩川線,セイブタマガワセン,西武多摩川線,,,,139.5135317,35.67702828,13,0,22012
23001,13,京成本線,ケイセイホンセン,京成本線,,,,140.0722625,35.72628887,10,0,23001
23002,13,京成押上線,ケイセイオシアゲセン,京成押上線,,,,139.8417658,35.73700035,13,0,23002
23003,13,京成金町線,ケイセイカナマチセン,京成金町線,,,,139.8685851,35.76122201,14,0,23003
23004,13,京成千葉線,ケイセイチバセン,京成千葉線,,,,140.0661343,35.65068345,12,0,23004
23005,13,京成千原線,ケイセイチハラセン,京成千原線,,,,140.1401424,35.57885231,12,0,23005
23006,13,成田スカイアクセス,ナリタスカイアクセス,京成成田空港線,,,,140.04558,35.7834747,10,0,23006
24001,14,京王線,ケイオウセン,京王線,,,,139.5335769,35.67836429,11,0,24001
24002,14,京王相模原線,ケイオウサガミハラセン,京王相模原線,,,,139.4375162,35.625847,12,0,24002
24003,14,京王高尾線,ケイオウタカオセン,京王高尾線,,,,139.3084367,35.6433159,13,0,24003
24004,14,京王競馬場線,ケイオウケイバジョウセン,京王競馬場線,,,,139.489623,35.66894537,14,0,24004
24005,14,京王動物園線,ケイオウドウブツエンセン,京王動物園線,,,,139.4099916,35.65746175,14,0,24005
24006,14,京王井の頭線,ケイオウイノガシラセン,京王井の頭線,,,,139.6349878,35.67668499,12,0,24006
24007,14,京王新線,ケイオウシンセン,京王新線,,,,139.6852505,35.68049853,14,0,24007
25001,15,小田急線,オダキュウセン,小田急小田原線,,,,139.4347754,35.52853524,11,0,25001
25002,15,小田急江ノ島線,オダキュウエノシマセン,小田急江ノ島線,,,,139.4497755,35.4357481,11,0,25002
25003,15,小田急多摩線,オダキュウタマセン,小田急多摩線,,,,139.4602937,35.61945835,13,0,25003
26001,16,東急東横線,トウキュウトウヨコセン,東急東横線,,,,139.668326,35.58608049,11,0,26001
26002,16,東急目黒線,トウキュウメグロセン,東急目黒線,,,,139.6783513,35.60375543,13,0,26002
26003,16,東急田園都市線,トウキュウデンエントシセン,東急田園都市線,,,,139.5846592,35.58324215,11,0,26003
26004,16,東急大井町線,トウキュウオオイマチセン,東急大井町線,,,,139.6753762,35.60702724,12,0,26004
26005,16,東急池上線,トウキュウイケガミセン,東急池上線,,,,139.7062394,35.59393651,13,0,26005
26006,16,東急多摩川線,トウキュウタマガワセン,東急多摩川線,,,,139.6874327,35.57244164,13,0,26006
26007,16,東急世田谷線,トウキュウセタガヤセン,東急世田谷線,,,,139.6525419,35.65319678,14,0,26007
26008,16,東急こどもの国線,トウキュウコドモノクニセン,東急こどもの国線,,,,139.4878591,35.54810976,14,0,26008
26009,16,東急新横浜線,トウキュウシンヨコハマセン,東急新横浜線,,,,139.636167,35.536639,13,0,26009
27001,17,京急本線,ケイキュウホンセン,京急本線,,,,139.6654216,35.47001317,10,0,27001
27002,17,京急空港線,ケイキュウクウコウセン,京急空港線,,,,139.7497837,35.55500125,13,0,27002
27003,17,京急大師線,ケイキュウダイシセン,京急大師線,,,,139.7233,35.5356905,14,0,27003
27004,17,京急逗子線,ケイキュウズシセン,京急逗子線,,,,139.5988512,35.31470435,13,0,27004
27005,17,京急久里浜線,ケイキュウクリハマセン,京急久里浜線,,,,139.6682823,35.2287079,12,0,27005
28001,18,東京メトロ銀座線,ギンザセン,東京メトロ銀座線,F7931D,オレンジ,,139.7572081,35.68646095,13,0,28001
28002,18,東京メトロ丸ノ内線,マルノウチセン,東京メトロ丸ノ内線,E60012,レッド,,139.7004366,35.70518514,12,0,28002
28003,18,東京メトロ日比谷線,ヒビヤセン,東京メトロ日比谷線,89A1AD,シルバー,,139.7679001,35.69469234,12,0,28003
28004,18,東京メトロ東西線,トウザイセン,東京メトロ東西線,00A7DB,スカイブルー,,139.8154913,35.68326533,11,0,28004
28005,18,東京メトロ千代田線,チヨダセン,東京メトロ千代田線,9933,グリーン,,139.7558612,35.72301167,12,0,28005
28006,18,東京メトロ有楽町線,ユウラクチョウセン,東京メトロ有楽町線,C5C544,ゴールド,,139.7042043,35.73316552,11,0,28006
28008,18,東京メトロ半蔵門線,ハンゾウモンセン,東京メトロ半蔵門線,A757A8,パープル,,139.7652271,35.68813211,12,0,28008
28009,18,東京メトロ南北線,ナンボクセン,東京メトロ南北線,00ADA9,エメラルド,,139.7343319,35.71029972,12,0,28009
28010,18,東京メトロ副都心線,フクトシンセン,東京メトロ副都心線,BB6633,ブラウン,,139.6866635,35.73144201,12,0,28010
29001,19,相鉄本線,ソウテツホンセン,相鉄本線,,,,139.5091433,35.46560375,11,0,29001
29002,19,相鉄いずみ野線,ソウテツイズミノセン,相鉄いずみ野線,,,,139.4964929,35.43154135,13,0,29002
29003,19,相鉄・JR直通線,ソウテツ・ジェイアールチョクツウセン,相鉄・JR直通線,,,,139.5522708,35.57659819,11,0,29003
29004,19,相鉄新横浜線,ソウテツシンヨコハマセン,相鉄新横浜線,,,,139.5919,35.497093,13,0,29004
30001,20,名鉄名古屋本線,メイテツナゴヤホンセン,名鉄名古屋本線,,,,137.0464891,35.09024466,10,0,30001
30002,20,名鉄豊川線,メイテツトヨカワセン,名鉄豊川線,,,,137.3620843,34.82916687,13,0,30002
30003,20,名鉄西尾線,メイテツニシオセン,名鉄西尾線,,,,137.07579,34.89567965,11,0,30003
30004,20,名鉄蒲郡線,メイテツガマゴオリセン,名鉄蒲郡線,,,,137.1490535,34.83015508,12,0,30004
30005,20,名鉄三河線,メイテツミカワセン,名鉄三河線,,,,137.0397446,35.0278918,11,0,30005
30006,20,名鉄豊田線,メイテツトヨタセン,名鉄豊田線,,,,137.0949593,35.12029624,12,0,30006
30007,20,名鉄常滑・空港線,メイテツトコナメクウコウセン,名鉄空港線,,,,136.8275426,34.87838959,13,0,30007
30008,20,名鉄常滑線,メイテツトコナメセン,名鉄常滑線,,,,136.8720209,35.05218409,11,0,30008
30009,20,名鉄河和線,メイテツコウワセン,名鉄河和線,,,,136.9060466,34.92375177,11,0,30009
30010,20,名鉄知多新線,メイテツチタシンセン,名鉄知多新線,,,,136.8807923,34.80481608,12,0,30010
30011,20,名鉄築港線,メイテツチッコウセン,名鉄築港線,,,,136.9056632,35.0918768,14,0,30011
30012,20,名鉄瀬戸線,メイテツセトセン,名鉄瀬戸線,,,,136.9925433,35.20783035,11,0,30012
30013,20,名鉄津島線,メイテツツシマセン,名鉄津島線,,,,136.778182,35.19835631,12,0,30013
30014,20,名鉄尾西線,メイテツビサイセン,名鉄尾西線,,,,136.7443573,35.24366672,11,0,30014
30015,20,名鉄犬山線,メイテツイヌヤマセン,名鉄犬山線,,,,136.8898647,35.31165711,11,0,30015
30016,20,名鉄各務原線,メイテツカカミガハラセン,名鉄各務原線,,,,136.8532538,35.40320428,12,0,30016
30017,20,名鉄広見線,メイテツヒロミセン,名鉄広見線,,,,137.0289762,35.41784153,12,0,30017
30018,20,名鉄小牧線,メイテツコマキセン,名鉄小牧線,,,,136.9396133,35.29631352,12,0,30018
30019,20,犬山モノレール,イヌヤマモノレール,名鉄モンキーパークモノレール線,,,,136.9511615,35.39061782,15,2,30019
30020,20,名鉄竹鼻線,メイテツタケハナセン,名鉄竹鼻線,,,,136.7325031,35.34935108,13,0,30020
30021,20,名鉄羽島線,メイテツハシマセン,名鉄羽島線,,,,136.693134,35.31404976,14,0,30021
31001,21,近鉄難波線,キンテツナンバセン,近鉄難波線,,,,135.5271582,34.66336378,12,0,31001
31002,21,近鉄橿原線,キンテツカシハラセン,近鉄橿原線,,,,135.7855105,34.59665269,11,0,31002
31003,21,近鉄南大阪線,キンテツミナミオオサカセン,近鉄南大阪線,,,,135.653052,34.57245205,11,0,31003
31004,21,近鉄養老線,キンテツヨウロウセン,近鉄養老線,,,,136.6320124,35.25923222,10,2,31004
31005,21,近鉄大阪線,キンテツオオサカセン,近鉄大阪線,,,,135.872054,34.61556505,10,0,31005
31006,21,近鉄伊賀線,キンテツイガセン,近鉄伊賀線,,,,136.1392827,34.73336053,12,2,31006
31007,21,近鉄吉野線,キンテツヨシノセン,近鉄吉野線,,,,135.794504,34.42943968,12,0,31007
31008,21,近鉄湯の山線,キンテツユノヤマセン,近鉄湯の山線,,,,136.5443642,34.99419291,12,0,31008
31009,21,近鉄山田線,キンテツヤマダセン,近鉄山田線,,,,136.5903378,34.56980041,11,0,31009
31010,21,近鉄鳥羽線,キンテツトバセン,近鉄鳥羽線,,,,136.7727458,34.4838102,12,0,31010
31011,21,近鉄天理線,キンテツテンリセン,近鉄天理線,,,,135.8037012,34.602763,13,0,31011
31012,21,近鉄道明寺線,キンテツドウミョウジセン,近鉄道明寺線,,,,135.6220294,34.58011802,14,0,31012
31013,247,内部線,ウツベセン,内部線,,,,136.6051365,34.94951463,13,0,31013
31014,247,八王子線,ハチオウジセン,八王子線,,,,136.6077976,34.95820819,14,0,31014
31015,21,近鉄志摩線,キンテツシマセン,近鉄志摩線,,,,136.8269031,34.40319761,11,0,31015
31016,21,近鉄生駒線,キンテツイコマセン,近鉄生駒線,,,,135.7029186,34.65409575,13,0,31016
31017,21,近鉄田原本線,キンテツタワラモトセン,近鉄田原本線,,,,135.743514,34.57463758,13,0,31017
31018,21,近鉄御所線,キンテツゴセセン,近鉄御所線,,,,135.7248733,34.48800185,13,0,31018
31019,21,近鉄鈴鹿線,キンテツスズカセン,近鉄鈴鹿線,,,,136.5827958,34.87798499,13,0,31019
31020,21,近鉄奈良線,キンテツナラセン,近鉄奈良線,,,,135.6903788,34.68769268,11,0,31020
31021,21,近鉄信貴線,キンテツシギセン,近鉄信貴線,,,,135.632634,34.62506252,14,0,31021
31022,21,近鉄長野線,キンテツナガノセン,近鉄長野線,,,,135.5986759,34.50049475,12,0,31022
31023,21,近鉄けいはんな線,キンテツケイハンナセン,近鉄けいはんな線,,,,135.6758638,34.69894594,12,0,31023
31024,21,西信貴ケーブル,ニシシギケーブル,近鉄西信貴鋼索線,,,,135.647956,34.61767063,15,0,31024
31025,21,近鉄京都線,キンテツキョウトセン,近鉄京都線,,,,135.7855993,34.85398933,11,0,31025
31026,21,生駒ケーブル,イコマケーブル,近鉄生駒鋼索線,,,,135.688804,34.6858188,14,0,31026
31027,21,近鉄名古屋線,キンテツナゴヤセン,近鉄名古屋線,,,,136.643873,34.94306111,10,0,31027
32001,22,南海本線,ナンカイホンセン,南海本線,,,,135.3620307,34.49540979,10,0,32001
32002,22,南海空港線,ナンカイクウコウセン,南海空港線,,,,135.2840674,34.42306792,12,0,32002
32003,22,南海和歌山港線,ナンカイワカヤマコウセン,南海和歌山港線,,,,135.1551397,34.23138086,13,0,32003
32004,22,南海高師浜線,ナンカイタカシノハマセン,南海高師浜線,,,,135.4387343,34.53069292,15,0,32004
32005,22,南海加太線,ナンカイカダセン,南海加太線,,,,135.1256245,34.26437499,12,0,32005
32006,22,南海多奈川線,ナンカイタナガワセン,南海多奈川線,,,,135.1448043,34.31836786,14,0,32006
32007,22,南海高野線,ナンカイコウヤセン,南海高野線,,,,135.5432731,34.46533853,9,0,32007
32008,22,南海高野山ケーブル,ナンカイコウヤサンケーブル,南海高野山ケーブル,,,,135.5799343,34.23156624,15,0,32008
32009,22,南海汐見橋線,ナンカイシオミバシセン,南海汐見橋線,,,,135.4864027,34.64835159,13,0,32009
33001,23,京阪本線,ケイハンホンセン,京阪本線,,,,135.6705644,34.84957679,10,0,33001
33002,23,京阪宇治線,ケイハンウジセン,京阪宇治線,,,,135.7868899,34.91898738,13,0,33002
33003,23,京阪交野線,ケイハンカタノセン,京阪交野線,,,,135.6678686,34.79400316,13,0,33003
33004,23,京阪鴨東線,ケイハンオウトウセン,京阪鴨東線,,,,135.772187,35.02313234,14,0,33004
33005,23,石清水八幡宮参道ケーブル,イワシミズハチマングウサンドウケーブル,京阪鋼索線,,,,135.6997063,34.88334886,16,0,33005
33006,23,京阪石山坂本線,ケイハンイシヤマサカモトセン,京阪石山坂本線,,,,135.8736875,35.02135481,12,0,33006
33007,23,京阪京津線,ケイハンケイシンセン,京阪京津線,,,,135.8351757,35.00559948,13,0,33007
33008,23,京阪中之島線,ケイハンナカノシマセン,京阪中之島線,,,,135.5004281,34.69339585,14,0,33008
34001,24,阪急神戸本線,ハンキュウコウベホンセン,阪急神戸本線,,,,135.3535625,34.73581893,11,0,34001
34002,24,阪急宝塚本線,ハンキュウタカラヅカホンセン,阪急宝塚本線,,,,135.4343471,34.78606114,12,0,34002
34003,24,阪急京都本線,ハンキュウキョウトホンセン,阪急京都本線,,,,135.6107341,34.86050585,10,0,34003
34004,24,阪急今津線,ハンキュウイマヅセン,阪急今津線,,,,135.3546653,34.77069205,13,0,34004
34005,24,阪急甲陽線,ハンキュウコウヨウセン,阪急甲陽線,,,,135.3287615,34.75283869,14,0,34005
34006,24,阪急伊丹線,ハンキュウイタミセン,阪急伊丹線,,,,135.4146048,34.77006123,14,0,34006
34007,24,阪急箕面線,ハンキュウミノオセン,阪急箕面線,,,,135.4602157,34.82297851,14,0,34007
34008,24,阪急千里線,ハンキュウセンリセン,阪急千里線,,,,135.5133937,34.77089106,12,0,34008
34009,24,阪急嵐山線,ハンキュウアラシヤマセン,阪急嵐山線,,,,135.6910954,34.99649849,14,0,34009
35001,25,阪神本線,ハンシンホンセン,阪神本線,,,,135.3388145,34.72713809,11,0,35001
35002,25,阪神なんば線,ハンシンナンバセン,阪神なんば線,,,,135.454218,34.69437586,13,0,35002
35003,25,阪神武庫川線,ハンシンムコガワセン,阪神武庫川線,,,,135.3792246,34.71224333,15,0,35003
36001,26,西鉄天神大牟田線,ニシテツテンジンオオムタセン,西鉄天神大牟田線,,,,130.4695301,33.33736616,10,0,36001
36002,26,西鉄太宰府線,ニシテツダザイフセン,西鉄太宰府線,,,,130.525471,33.51078067,14,0,36002
36003,26,西鉄甘木線,ニシテツアマギセン,西鉄甘木線,,,,130.6000395,33.3745797,12,0,36003
36004,26,西鉄貝塚線,ニシテツカイヅカセン,西鉄貝塚線,,,,130.4465091,33.71197663,12,0,36004
99101,101,札幌市営地下鉄東西線,サッポロシエイチカテツトウザイセン,札幌市営地下鉄東西線,,,,141.3772839,43.05654941,11,0,99101
99102,101,札幌市営地下鉄南北線,サッポロシエイチカテツトナンボクセン,札幌市営地下鉄南北線,,,,141.3433322,43.06454354,12,0,99102
99103,101,札幌市営地下鉄東豊線,サッポロシエイチカテツトウホウセン,札幌市営地下鉄東豊線,,,,141.3730984,43.07195212,12,0,99103
99104,252,札幌市電,サッポロシデン,札幌市電 一条・山鼻軌道線,,,,141.3441983,43.04683982,14,0,99104
99105,102,函館市電２系統,ハコダテシデンニケイトウ,函館市電２系統,,,,140.7473852,41.78054066,13,0,99105
99106,102,函館市電５系統,ハコダテシデンゴケイトウ,函館市電５系統,,,,140.7437262,41.77956913,13,0,99106
99107,103,ふるさと銀河線,フルサトギンガセン,北海道ちほく高原鉄道ふるさと銀河線,,,,143.6400361,43.42292395,9,2,99107
99108,248,道南いさりび鉄道線,ドウナンイサリビテツドウセン,道南いさりび鉄道線,,,,140.5858612,41.72930517,11,0,99108
99201,104,津軽鉄道線,ツガルテツドウセン,津軽鉄道線,,,,140.4475315,40.89185142,11,0,99201
99202,105,弘南鉄道弘南線,コウナンテツドウコウナンセン,弘南鉄道弘南線,,,,140.5487135,40.61175482,12,0,99202
99203,105,弘南鉄道大鰐線,コウナンテツドウオオワニセン,弘南鉄道大鰐線,,,,140.5090532,40.56021152,12,0,99203
99204,106,十和田観光電鉄,トワダカンコウデンテツ,十和田観光電鉄,,,,141.2927017,40.64340823,12,2,99204
99205,107,いわて銀河鉄道線,イワテギンガテツドウセン,いわて銀河鉄道線,,,,141.188052,40.0496578,10,0,99205
99206,108,青い森鉄道線,アオイモリテツドウセン,青い森鉄道線,,,,141.0521792,40.66322161,9,0,99206
99207,109,三陸鉄道北リアス線,サンリクテツドウキタリアスセン,三陸鉄道北リアス線,,,,141.8597993,39.91336094,10,2,99207
99208,109,三陸鉄道リアス線,サンリクテツドウリアスセン,三陸鉄道リアス線,,,,141.8071144,39.68226415,9,0,99208
99209,110,秋田内陸線,アキタナイリクセン,秋田内陸縦貫鉄道秋田内陸線,,,,140.4689341,39.91759531,10,0,99209
99210,111,鳥海山ろく線,チョウカイサンロクセン,由利高原鉄道鳥海山ろく線,,,,140.0943788,39.3150053,11,0,99210
99211,112,フラワー長井線,ヤマガタテツドウフラワーナガイセン,山形鉄道フラワー長井線,,,,140.082424,38.12608279,12,0,99211
99212,113,くりはら田園鉄道線,クリハラデンエンテツドウセン,くりはら田園鉄道線,,,,141.0332668,38.81574935,11,2,99212
99213,114,阿武隈急行線,アブクマキュウコウセン,阿武隈急行線,,,,140.6629175,37.9191756,11,0,99213
99214,115,仙台市営地下鉄南北線,センダイシエイチカテツナンボクセン,仙台市営地下鉄南北線,,,,140.8799934,38.27625168,12,0,99214
99218,115,仙台市営地下鉄東西線,センダイシエイチカテツトウザイセン,仙台市営地下鉄東西線,,,,140.8881569,38.26109769,12,0,99214
99215,116,福島交通飯坂線,フクシマシエイコウツウイイザカセン,福島交通飯坂線,,,,140.4531639,37.79516157,13,0,99215
99216,117,会津鉄道会津線,アイヅテツドウアイヅセン,会津鉄道会津線,,,,139.848048,37.28675951,10,0,99216
99217,118,仙台空港線,センダイクウコウセン,仙台空港鉄道仙台空港線,,,,140.9057989,38.16179524,13,0,99217
99301,119,都営大江戸線,トエイオオエドセン,都営大江戸線,,,,139.7137042,35.70754623,12,0,99301
99302,119,都営浅草線,トエイアサクサセン,都営浅草線,,,,139.7586038,35.66226194,12,0,99302
99303,119,都営三田線,トエイミタセン,都営三田線,,,,139.7032176,35.71883584,12,0,99303
99304,119,都営新宿線,トエイシンジュクセン,都営新宿線,,,,139.809404,35.68917479,11,0,99304
99305,119,東京さくらトラム（都電荒川線）,トウキョウサクラトラム（トデンアラカワセン）,都営都電荒川線,,,,139.718928,35.711848,13,0,99305
99342,119,日暮里・舎人ライナー,ニッポリ・トネリライナー,日暮里・舎人ライナー,,,,139.7694965,35.78182569,12,0,99305
99306,120,秩父鉄道秩父本線,チチブテツドウチチブホンセン,秩父鉄道秩父本線,,,,139.2068139,36.1009953,10,0,99306
99307,121,埼玉高速鉄道線,サイタマコウソクテツドウセン,埼玉高速鉄道線,,,,139.727016,35.84233268,12,0,99307
99308,122,いすみ線,イスミセン,いすみ鉄道いすみ線,,,,140.2913395,35.26741095,12,0,99308
99309,123,つくばエクスプレス,ツクバエクスプレス,首都圏新都市鉄道つくばエクスプレス,,,,139.9375093,35.90577191,10,0,99309
99310,124,みなとみらい線,ミナトミライセン,みなとみらい21線,,,,139.6360988,35.45568264,14,0,99310
99311,125,ゆりかもめ,ユリカモメ,ゆりかもめ東京臨海新交通臨海線,,,,139.7749498,35.64286985,13,0,99311
99312,126,わたらせ渓谷線,ワタラセケイコクセン,わたらせ渓谷鐵道わたらせ渓谷線,,,,139.3507558,36.53324025,11,0,99312
99313,127,ユーカリが丘線,ユーガリガオカセン,山万ユーカリが丘線,,,,140.1530485,35.73088307,15,0,99313
99314,128,伊豆箱根鉄道大雄山線,イズハコネテツドウダイユウザンセン,伊豆箱根鉄道大雄山線,,,,139.1309474,35.28939808,13,0,99314
99315,129,ひたちなか海浜鉄道湊線,ヒタチナカカイヒンテツドウミナトセン,ひたちなか海浜鉄道湊線,,,,140.5729552,36.37147623,12,0,99315
99316,130,ブルーライン,ブルーライン,横浜市高速鉄道1号線・3号線,,,,139.5514823,35.4877675,11,0,99316
99343,130,グリーンライン,グリーンライン,横浜市高速鉄道4号線,,,,139.5869369,35.5472458,13,0,99316
99317,131,金沢シーサイドライン,カナザワシーサイドライン,横浜新都市交通金沢シーサイドライン,,,,139.6311443,35.36215675,13,0,99317
99318,132,関東鉄道常総線,カントウテツドウジョウソウセン,関東鉄道常総線,,,,139.9901393,36.11988505,10,0,99318
99319,132,関東鉄道竜ヶ崎線,カントウテツドウリュウガサキセン,関東鉄道竜ヶ崎線,,,,140.1573067,35.91893165,13,0,99319
99320,133,江ノ島電鉄線,エノシマデンテツセン,江ノ島電鉄線,,,,139.5124071,35.3260882,13,0,99320
99321,134,ニューシャトル,ニューシャトル,埼玉新都市交通伊奈線,,,,139.6162808,35.96269513,12,0,99321
99322,135,鹿島鉄道線,カシマテツドウセン,鹿島鉄道線,,,,140.3911293,36.15897227,12,2,99322
99323,136,鹿島臨海鉄道大洗鹿島線,カシマリンカイテツドウオオアライカシマセン,鹿島臨海鉄道大洗鹿島線,,,,140.5428336,36.18730568,10,0,99323
99324,137,芝山鉄道線,シバヤマテツドウセン,芝山鉄道線,,,,140.3923617,35.76356243,14,0,99324
99325,138,小湊鉄道線,コミナトテツドウセン,小湊鉄道線,,,,140.1273986,35.39584849,11,0,99325
99326,139,湘南モノレール,ショウナンモノレール,江の島線,,,,139.5102446,35.33223249,13,0,99326
99327,140,上信電鉄,ジョウシンデンテツ,上信電鉄,,,,138.9156343,36.26619008,11,0,99327
99328,141,上毛電気鉄道上毛線,ジョウモウデンキテツドウジョウモウセン,上毛電気鉄道上毛線,,,,139.1911683,36.41704838,11,0,99328
99329,13,京成松戸線,ケイセイマツドセン,京成電鉄松戸線,,,,139.9704263,35.75905071,12,0,99329
99330,143,真岡鐵道真岡線,モオカテツドウモオカセン,真岡鐵道真岡線,,,,140.0426815,36.44502033,11,0,99330
99331,144,千葉都市モノレール１号線,チバトシモノレールイチゴウセン,千葉都市モノレール１号線,,,,140.1131079,35.60826509,14,0,99331
99332,144,千葉都市モノレール２号線,チバトシモノレールニゴウセン,千葉都市モノレール２号線,,,,140.1410858,35.62639177,13,0,99332
99333,145,流鉄流山線,リュウテツナガレヤマセン,流鉄流山線,,,,139.9119926,35.83792664,13,0,99333
99334,146,多摩モノレール,タマモノレール,多摩都市モノレール線,,,,139.4216985,35.69743141,12,0,99334
99335,147,銚子電鉄線,チョウシデンテツセン,銚子電気鉄道線,,,,140.8474032,35.71912821,13,0,99335
99336,148,東京モノレール,トウキョウモノレール,東京モノレール羽田空港線,,,,139.7632862,35.59102281,12,0,99336
99337,149,りんかい線,リンカイセン,東京臨海高速鉄道りんかい線,,,,139.7661296,35.62373301,13,0,99337
99338,150,東葉高速線,トウヨウコウソクセン,東葉高速鉄道東葉高速線,,,,140.0380473,35.719061,12,0,99338
99339,151,箱根登山鉄道鉄道線,ハコネトザンテツドウテツドウセン,箱根登山鉄道鉄道線,,,,139.099491,35.24597909,12,0,99339
99340,152,北総鉄道北総線,ホクソウテツドウホクソウセン,北総鉄道北総線,,,,140.037845,35.78346286,11,0,99340
99341,153,ほっとスパ・ライン,ホットスパライン,野岩鉄道会津鬼怒川線,,,,139.7013327,36.98733557,11,0,99341
99344,151,箱根登山ケーブルカー,ハコネトザンケーブルカー,箱根登山鉄道鋼索線,,,,139.0414238,35.248167,15,0,99344
99345,250,芳賀・宇都宮LRT,ウツノミヤハガライトレールセン,宇都宮芳賀ライトレール線,,,,139.945,36.554828,12,0,99345
99401,154,富士急行線,フジキュウコウセン,富士急行線,,,,138.8607561,35.55367112,12,0,99401
99402,155,北越急行ほくほく線,ホクエツキュウコウホクホクセン,北越急行ほくほく線,,,,138.5909943,37.13966175,10,0,99402
99403,156,しなの鉄道線,シナノテツドウセン,しなの鉄道線,,,,138.3174292,36.41942391,10,0,99403
99427,156,北しなの線,キタシナノセン,北しなの線,,,,138.2105017,36.75530604,11,0,99403
99404,157,上田電鉄別所線,ウエダデンテツベッショセン,上田電鉄別所線,,,,138.2109223,36.37625258,13,0,99404
99405,158,長野電鉄長野線,ナガノデンテツナガノセン,長野電鉄長野線,,,,138.3042523,36.7018593,11,0,99405
99406,158,長野電鉄屋代線,ナガノデンテツヤシロセン,長野電鉄屋代線,,,,138.2119355,36.59924925,12,2,99406
99407,159,上高地線,カミコウチセン,アルピコ交通上高地線,,,,137.8973825,36.21371738,12,0,99407
99408,160,富山地鉄本線,トヤマチテツホンセン,富山地鉄本線,,,,137.3897613,36.78988244,11,0,99408
99409,160,富山地鉄立山線,トヤマチテツタテヤマセン,富山地鉄立山線,,,,137.3705508,36.63259704,12,0,99409
99410,160,富山地鉄不二越・上滝線,トヤマチテツフジコシ・カミダキセン,富山地鉄不二越・上滝線,,,,137.252526,36.65497801,12,0,99410
99411,161,神岡鉄道神岡線,カミオカテツドウカミオカセン,神岡鉄道神岡線,,,,137.2728078,36.40433317,12,2,99411
99412,162,黒部峡谷鉄道本線,クロベキョウコクテツドウホンセン,黒部峡谷鉄道本線,,,,137.6293364,36.77139821,12,0,99412
99413,160,富山地鉄市内線【１・２系統】,トヤマチテツシナイセン,富山地鉄市内線,,,,137.2104899,36.68749219,14,0,99413
99422,160,富山地鉄富山都心線【３系統(環状線)】,トヤマチテツトヤマトシンセン,富山地鉄富山都心線,,,,137.2128868,36.69553915,15,0,99413
99414,163,万葉線,マンヨウセン,万葉線,,,,137.0519879,36.76865393,13,0,99414
99415,160,富山港線,トヤマコウセン,富山港線,,,,137.23409,36.761212,13,0,99415
99416,165,北陸鉄道石川線,ホクリクテツドウイシカワセン,北陸鉄道石川線,,,,136.6276302,36.50748931,12,0,99416
99417,165,北陸鉄道浅野川線,ホクリクテツドウアサノガワセン,北陸鉄道浅野川線,,,,136.6412445,36.61101108,13,0,99417
99423,244,日本海ひすいライン,ニホンカイヒスイライン,日本海ひすいライン,,,,138.0056284,37.09275022,10,0,99417
99424,244,妙高はねうまライン,ミョウコウハネウマライン,妙高はねうまライン,,,,138.0056284,37.09275022,10,0,99417
99425,245,あいの風とやま鉄道線,アイノカゼトヤマテツドウセン,あいの風とやま鉄道線,,,,137.2146129,36.68415994,10,0,99417
99426,246,IRいしかわ鉄道線,アイアールイシカワテツドウセン,IRいしかわ鉄道株式会社,,,,136.6,36.5,10,0,99417
99418,166,のと鉄道七尾線,ノトテツドウナナオセン,のと鉄道七尾線,,,,136.9044154,37.12448507,11,0,99418
99419,167,えちぜん鉄道勝山永平寺線,エチゼンテツドウカツヤマエイヘイジセン,えちぜん鉄道勝山永平寺線,,,,136.3513615,36.08641898,11,0,99419
99420,167,えちぜん鉄道三国芦原線,エチゼンテツドウミクニアワラセン,えちぜん鉄道三国芦原線,,,,136.1919527,36.16279193,11,0,99420
99421,168,福井鉄道福武線,フクイテツドウフクブセン,福井鉄道福武線,,,,136.2068054,36.01077557,12,0,99421
99428,251,ハピラインふくい線,ハピラインフクイセン,ハピラインふくい線,,,,136.3,36,9,0,99426
99501,169,伊豆急行線,イズキュウコウセン,伊豆急行線,,,,139.0415898,34.82442966,11,0,99501
99502,128,伊豆箱根鉄道駿豆線,イズハコネテツドウスンズセン,伊豆箱根鉄道駿豆線,,,,138.9315606,35.05660799,12,0,99502
99503,170,岳南鉄道線,ガクナンテツドウセン,岳南鉄道線,,,,138.7141214,35.15955767,13,0,99503
99504,171,静岡鉄道静岡清水線,シズオカテツドウシズオカシミズセン,静岡鉄道静岡清水線,,,,138.4390581,34.99815891,12,0,99504
99505,172,天竜浜名湖線,テンリュウハマナコセン,天竜浜名湖鉄道天竜浜名湖線,,,,137.7304712,34.82776372,10,0,99505
99506,173,遠州鉄道鉄道線,エンシュウテツドウテツドウセン,遠州鉄道鉄道線,,,,137.7761985,34.7815717,12,0,99506
99507,174,大井川鐵道大井川本線,オオイガワテツドウオオイガワホンセン,大井川鐵道大井川本線,,,,138.1072522,34.96974307,11,0,99507
